term,conf.low,estimate,conf.high,p.value,outcome
BCEtP,-1.1130161536381897,0.4307514993212155,1.9745191522806205,0.6462649542963177,ChAMP_Index_Verbal
BCEtP,-3.010813463614671,-1.390341913724825,0.2301296361650209,0.15816755319314268,ChAMP_Index_Visual
BCEtP,-2.186101199525349,-0.5570272004886181,1.0720467985481126,0.5738280506751878,ChAMP_Index_Immediate
BCEtP,-2.116819481305859,-0.5675406571551438,0.9817381669955716,0.5468066511925403,ChAMP_Index_Delayed
BCEtP,-2.2477100070723224,-0.6411353232214078,0.965439360629507,0.5115595277566924,ChAMP_Index_Total_Memory
BCEtP,-0.7258415602339217,0.9616169031189514,2.6490753664718243,0.3485846885993995,Pegboard_DH_Seconds
BCEtP,0.10135837922374605,0.249977182493067,0.39859598576238797,0.005663591698749526,Pegboard_DH_Drops
BCEtP,-1.4533497270088727,0.3960835854330656,2.245516897875004,0.7246359267858166,Pegboard_NDH_Seconds
BCEtP,-0.061608918627812426,0.08016417954507077,0.22193727771795396,0.35233690180008526,Pegboard_NDH_Drops
BCEtP,-0.06904799099468617,1.2074063643039505,2.4838607196025873,0.11973720111061825,BRIEF_Child_BRI
BCEtP,-0.09370475589342098,1.1228095089503107,2.3393237737940424,0.12897531224003556,BRIEF_Child_ERI
BCEtP,-0.1750420483875903,0.9070283401373935,1.9890987286623774,0.1679649193950158,BRIEF_Child_CRI
BCEtP,0.04348668550686008,1.1524982251464597,2.2615097647860596,0.08738580114709615,BRIEF_Child_GEC
BCEtP,0.0029722263230655965,1.2225162358674009,2.442060245411736,0.09917582732722852,BASC_Child_FII_GC_T
BCEtP,-0.4921465214539025,0.6472054814384969,1.7865574843308962,0.35012123530910155,BASC_Child_ESI_GC_T
BCEtP,-0.050560373685389015,1.3200840220811167,2.6907284178476223,0.11315316943794862,BASC_Child_IHI_GC_T
BCEtP,-0.15298223706198755,1.100540452249978,2.3540631415619435,0.1487072943749843,BASC_Child_INZ_GC_T
BCEtP,-1.4661835256047404,-0.36160060486548007,0.7429823158737803,0.5902555472485538,BASC_Child_PAI_GC_T
BCEtP,-0.31616566472959784,0.8537576946588636,2.023681054047325,0.2300071100224188,BASC_Child_SPI_GC_T
BDCPP,-2.4261654869015525,-0.13275331769214788,2.160658851517257,0.924146640702789,ChAMP_Index_Verbal
BDCPP,-3.395558165107962,-1.3126522135348182,0.7702537380383254,0.299926690520806,ChAMP_Index_Visual
BDCPP,-2.9145022310613156,-0.7295731396987328,1.45535595166385,0.5828437183735588,ChAMP_Index_Immediate
BDCPP,-3.043885218030283,-0.9071588100452785,1.2295675979397263,0.48496987441643746,ChAMP_Index_Delayed
BDCPP,-3.070818550130629,-0.8597508933800913,1.3513167633704466,0.5224428286422167,ChAMP_Index_Total_Memory
BDCPP,-0.1545564391454992,1.4939816923212523,3.142519823788004,0.13605534741153313,Pegboard_DH_Seconds
BDCPP,-0.026106138485346375,0.15525661518796227,0.3366193688612709,0.1591055207837807,Pegboard_DH_Drops
BDCPP,-1.8006878139385925,0.2123852120720353,2.225458238082663,0.8622293735400858,Pegboard_NDH_Seconds
BDCPP,0.06481747042722685,0.23570052234222608,0.4065835742572253,0.023282844133325487,Pegboard_NDH_Drops
BDCPP,-1.1622483992037724,0.34313593780951473,1.8485202748228018,0.7077151739719986,BRIEF_Child_BRI
BDCPP,-1.578280714573028,-0.13397424603785277,1.3103322224973224,0.8787318221910698,BRIEF_Child_ERI
BDCPP,-1.3995961622954,-0.019695088124872227,1.3602059860456555,0.9812700162142728,BRIEF_Child_CRI
BDCPP,-1.3851389231563322,0.05243756628538625,1.4900140557271047,0.9521570021707959,BRIEF_Child_GEC
BDCPP,-2.4392848656810013,-0.660077597069352,1.1191296715422976,0.5417074574318754,BASC_Child_FII_GC_T
BDCPP,-2.131773081736961,-0.6600872740270289,0.8115985336829032,0.4606619457923117,BASC_Child_ESI_GC_T
BDCPP,-1.844826570059604,-0.13613515081932898,1.5725562684209462,0.895736501336855,BASC_Child_IHI_GC_T
BDCPP,-3.013772185412771,-1.301755596212802,0.41026099298716656,0.2110485839632522,BASC_Child_INZ_GC_T
BDCPP,-1.2778686549810359,0.2133579188195437,1.704584492620123,0.8139462644153658,BASC_Child_PAI_GC_T
BDCPP,-1.9558909165625133,-0.6415823455913952,0.672726225379723,0.42201023987530883,BASC_Child_SPI_GC_T
DBuP,-2.6366072394245297,-0.21237690342942964,2.21185343256567,0.8854223749185303,ChAMP_Index_Verbal
DBuP,-0.4365626883313476,1.3482237295110213,3.1330101473533905,0.21404520573076924,ChAMP_Index_Visual
DBuP,-1.9493326289115214,-0.1615036508935532,1.626325327124415,0.8818787717425495,ChAMP_Index_Immediate
DBuP,-0.5096864506785195,1.3806989093825541,3.2710842694436275,0.22960866194017104,ChAMP_Index_Delayed
DBuP,-1.0880728960645412,0.7827372452956379,2.6535473866558172,0.49132796886574837,ChAMP_Index_Total_Memory
DBuP,-0.24073178976898868,1.8771616104538325,3.9950550106766536,0.14487080372130667,Pegboard_DH_Seconds
DBuP,-0.04104309847026086,0.1818852882149398,0.4048136749001404,0.17958904189468716,Pegboard_DH_Drops
DBuP,0.4103522891515845,2.552682866591857,4.69501344403213,0.05000551666155051,Pegboard_NDH_Seconds
DBuP,0.01963994061870622,0.22367063769359408,0.42770133476848193,0.07135888290057846,Pegboard_NDH_Drops
DBuP,-0.658779511391391,0.9682364613956769,2.5952524341827448,0.3276532893004651,BRIEF_Child_BRI
